Pergunta,A,B,C,D,Correta,Comentario,Nivel
"[Constitucional] Ninguém será privado da liberdade ou de seus bens sem o devido processo legal, princípio do qual decorrem, entre outros:",Os princípios do contraditório e da ampla defesa.,"O princípio da soberania popular, apenas.","O princípio da livre iniciativa, exclusivamente.","O princípio da função social da propriedade, apenas.",A,"Gabarito Oficial: Letra A. (Fonte: Volume 2, Questão 113)",Difícil
"[Constitucional] A prisão de qualquer pessoa e o local onde se encontre serão comunicados imediatamente ao juiz competente e à família do preso, e a prisão ilegal será imediatamente relaxada pela:",Autoridade policial que efetuou a prisão.,Autoridade judiciária.,Corregedoria da Polícia.,Ouvidoria de Polícia.,B,"Gabarito Oficial: Letra B. (Fonte: Volume 2, Questão 114)",Fácil
"[Constitucional] Não haverá prisão civil por dívida, salvo a do responsável pelo inadimplemento voluntário e inescusável de obrigação:",Tributária.,Alimentícia.,Trabalhista.,Contratual em geral. 23,B,"Gabarito Oficial: Letra B. (Fonte: Volume 2, Questão 115)",Médio
"[Constitucional] Nenhum brasileiro será extraditado, salvo o naturalizado, em caso de crime comum praticado antes da naturalização, ou de comprovado envolvimento em:","Tráfico ilícito de entorpecentes e drogas afins, na forma da lei.",Qualquer crime hediondo.,Crime eleitoral.,Crime contra a administração pública.,A,"Gabarito Oficial: Letra A. (Fonte: Volume 2, Questão 116)",Difícil
"[Constitucional] É livre a reunião pacífica, sem armas, em locais abertos ao público, independentemente de autorização, desde que:","Não frustrem outra reunião anteriormente convocada para o mesmo local, sendo exigido apenas prévio aviso à autoridade competente.",Seja obtida autorização judicial prévia.,Seja comunicada com 30 dias de antecedência.,Ocorra apenas em dias úteis.,A,"Gabarito Oficial: Letra A. (Fonte: Volume 2, Questão 117)",Fácil
"[Constitucional] Não há crime sem lei anterior que o defina, nem pena sem prévia cominação legal, princípio conhecido como:",Princípio da anterioridade tributária.,Princípio da legalidade/reserva legal penal.,Princípio da irretroatividade processual.,Princípio da individualização da pena.,B,"Gabarito Oficial: Letra B. (Fonte: Volume 2, Questão 118)",Médio
"[Constitucional] É VEDADA, segundo o art. 5º, XLVII, da CF/88, ressalvadas as exceções expressamente previstas, a pena de:","Trabalhos forçados, banimento e caráter perpétuo.","Multa, em qualquer hipótese.",Prestação social alternativa.,"Perda de bens, em qualquer hipótese.",A,"Gabarito Oficial: Letra A. (Fonte: Volume 2, Questão 119)",Difícil
"[Constitucional] A restrição legal à publicidade de atos processuais, quando a intimidade ou o interesse social o exigirem, NÃO afasta, contudo, o direito:",Das partes e de seus advogados de acesso aos autos.,De qualquer cidadão de acesso irrestrito aos autos.,Da imprensa de divulgar integralmente o conteúdo do processo.,De terceiros de obterem cópia integral dos autos. 24,A,"Gabarito Oficial: Letra A. (Fonte: Volume 2, Questão 120)",Fácil
"[Constitucional] No controle difuso de constitucionalidade, exercido incidentalmente por qualquer juízo ou tribunal, a decisão produz efeitos, em regra:","Erga omnes e vinculante, desde a publicação.","Inter partes e ex tunc, podendo o Senado Federal suspender a execução de lei declarada inconstitucional por decisão definitiva do STF.","Erga omnes e ex nunc, automaticamente.",Apenas para o autor da ação.,B,"Gabarito Oficial: Letra B. (Fonte: Volume 2, Questão 121)",Médio
"[Constitucional] NÃO possui legitimidade para propor Ação Direta de Inconstitucionalidade, segundo o art. 103 da CF/88:",O Presidente da República.,"Qualquer cidadão, isoladamente.",O Procurador-Geral da República.,Partido político com representação no Congresso Nacional.,B,"Gabarito Oficial: Letra B. (Fonte: Volume 2, Questão 122)",Difícil
"[Constitucional] Compete à União, aos Estados, ao Distrito Federal e aos Municípios, em comum (art. 23, CF/88), EXCETO:",Cuidar da saúde e assistência pública.,Proteger o meio ambiente e combater a poluição.,Legislar sobre direito civil.,"Preservar as florestas, a fauna e a flora.",C,"Gabarito Oficial: Letra C. (Fonte: Volume 2, Questão 123)",Fácil
[Constitucional] Compete privativamente à União legislar sobre:,"Direito penal, processual, civil e do trabalho.","Educação, cultura, ensino e desporto.",Proteção do patrimônio histórico.,Custas dos serviços forenses.,A,"Gabarito Oficial: Letra A. (Fonte: Volume 2, Questão 124)",Médio
"[Constitucional] Segundo o art. 144, §6º, da CF/88, as polícias militares e corpos de bombeiros militares são considerados:",Forças Armadas complementares.,Órgãos do Poder Judiciário estadual.,Forças auxiliares e reserva do Exército.,Autarquias federais.,C,"Gabarito Oficial: Letra C. (Fonte: Volume 2, Questão 125)",Difícil
"[Constitucional] Compete à Polícia Federal, entre outras atribuições previstas no art. 144, §1º, CF/88:",O policiamento ostensivo e a preservação da ordem pública nos Estados.,"Apurar infrações penais contra a ordem política e social ou em detrimento de bens, serviços e interesses da União.",A execução de serviços de trânsito nas vias urbanas.,A segurança dos presídios estaduais. 25,B,"Gabarito Oficial: Letra B. (Fonte: Volume 2, Questão 126)",Fácil
"[Constitucional] À Polícia Rodoviária Federal compete, na forma da lei:",O patrulhamento ostensivo das rodovias federais.,A investigação de crimes federais em geral.,A guarda das fronteiras terrestres.,A segurança dos portos e aeroportos.,A,"Gabarito Oficial: Letra A. (Fonte: Volume 2, Questão 127)",Médio
"[Constitucional] Durante o estado de sítio, é vedada, em qualquer hipótese, a decretação de pena de morte fora dos casos previstos no art. 5º, XLVII, ""a"", ou seja, ela permanece admitida apenas:",Em caso de guerra declarada.,"Livremente, independentemente de guerra declarada.","Por decisão do Congresso Nacional, mesmo sem guerra declarada.","Mediante decreto presidencial, a qualquer tempo.",A,"Gabarito Oficial: Letra A. (Fonte: Volume 2, Questão 128)",Difícil
"[Constitucional] São condições para a aquisição da nacionalidade brasileira por naturalização ordinária, aos originários de países de língua portuguesa, a residência por:",1 (um) ano ininterrupto e idoneidade moral.,15 anos ininterruptos.,4 anos ininterruptos.,10 anos ininterruptos.,A,"Gabarito Oficial: Letra A. (Fonte: Volume 2, Questão 129)",Fácil
"[Constitucional] A lei não excluirá da apreciação do Poder Judiciário lesão ou ameaça a direito, princípio conhecido como:",Princípio do juiz natural.,Princípio da inafastabilidade da jurisdição (acesso à justiça).,Princípio do duplo grau de jurisdição.,Princípio da coisa julgada. 26,B,"Gabarito Oficial: Letra B. (Fonte: Volume 2, Questão 130)",Médio
